Ensembl_geneID	HGNC.symbol	logFC	t	P.Value	adj.P.Val
ENSG00000186891	TNFRSF18	2.63591252849536	7.24327586993903	2.36496619679402e-10	1.37100673091659e-9
ENSG00000186827	TNFRSF4	0.947116532917981	3.95903794083012	1.61679937012481e-4	3.74751495073622e-4
ENSG00000078808	SDF4	-0.253555367124326	-3.50964877196933	7.38538645850574e-4	0.00153016367284666
ENSG00000176022	B3GALT6	0.189460503339727	2.3938152446692	0.0190050496396084	0.0301673158543158
ENSG00000184163	C1QTNF12	0.656807483068813	2.77965762905068	0.00677477837757304	0.0118072950781836
ENSG00000160087	UBE2J2	-0.130280447974332	-1.93886521976438	0.0560293532782659	0.0807149585192694
ENSG00000162572	SCNN1D	-4.74034778733969	-17.6376556927078	2.35681749607186e-29	2.08268240837087e-27
ENSG00000131584	ACAP3	-0.440444537277423	-2.97695634211406	0.00384640134597748	0.00701777545220993
ENSG00000169972	PUSL1	-0.193518151107008	-1.77608251923054	0.0795058838272595	0.110585381750828
ENSG00000127054	INTS11	0.281996966198845	2.97728245114664	0.00384272382274204	0.00701297097650423
ENSG00000240731	NA	-1.38931516791276	-6.62612101995382	3.62102322980586e-9	1.75270573054963e-8
ENSG00000224051	CPTP	-0.0815948536157389	-0.806735870498607	0.422200693508239	0.485780342230826
ENSG00000169962	TAS1R3	1.37109570130668	7.06378881851646	5.25680663723057e-10	2.89620290202137e-9
ENSG00000107404	DVL1	0.0342879305920514	0.376674283840298	0.707408792565603	0.754458884741416
ENSG00000162576	MXRA8	-0.0661290743816147	-0.341682869197941	0.733481771770945	0.778023311591372
ENSG00000175756	AURKAIP1	0.400377492454065	4.31264804745495	4.54875351602445e-5	1.15564322351504e-4
ENSG00000221978	CCNL2	-0.751758431989306	-3.25434248117811	0.0016641424387581	0.00323390642902181
ENSG00000242485	MRPL20	-0.172636252982926	-2.81267729073699	0.00617339024299523	0.0108350944392933
ENSG00000235098	ANKRD65	-1.96801207329324	-9.60430945120371	5.50802275917548e-15	6.07919159418611e-14
ENSG00000179403	VWA1	0.0988980661417735	0.594896425682444	0.553584735233672	0.611643511035509
ENSG00000197785	ATAD3A	-0.481298674775585	-4.84982329914786	5.94906013543656e-6	1.74166904401011e-5
ENSG00000205090	TMEM240	-0.029788966636078	-0.217135588071573	0.828653210105047	0.858236557801757
ENSG00000272106	NA	-0.570546213047066	-4.15999780051217	7.92259406510731e-5	1.93448979244722e-4
ENSG00000197530	MIB2	0.549580882521838	4.98605388797877	3.48653491695589e-6	1.06000762798894e-5
ENSG00000189339	SLC35E2B	-2.2112124185351	-11.6707496448887	5.60260293273888e-19	1.10181790033014e-17
ENSG00000008130	NADK	-0.102490405133212	-0.873275088525909	0.385116139400966	0.448217657432958
ENSG00000078369	GNB1	0.0234007387468385	0.341971405708293	0.733265440456363	0.777856689007255
ENSG00000187730	GABRD	-2.48221124953831	-7.35161447700643	1.45777534308546e-10	8.68715102410111e-10
ENSG00000067606	PRKCZ	-1.3113087168284	-6.79035325573679	1.76104054803821e-9	8.91605602760995e-9
ENSG00000182873	PRKCZ-AS1	0.0819252334189265	0.53871970953307	0.591570043273753	0.648227183982138
ENSG00000162585	FAAP20	0.243132754628552	2.5864223380233202	0.0115023795215071	0.0191178055000022
ENSG00000157933	SKI	-0.596662011247558	-6.16165722004318	2.70979209349924e-8	1.14028594611158e-7
ENSG00000157916	RER1	-0.136854102560923	-2.45870986453342	0.0160933036693797	0.0259689157721178
ENSG00000157911	PEX10	-0.377188873387406	-3.64229235795419	4.77110260564859e-4	0.00102277517302718
ENSG00000157873	TNFRSF14	-0.944757606005846	-5.12143563489687	2.03644517427618e-6	6.42705159325132e-6
ENSG00000157870	PRXL2B	-0.210519124158994	-1.7604577082078	0.0821363331008628	0.113902046893536
ENSG00000177133	PRDM16-DT	0.18033110808459	0.824509867724017	0.412091402721185	0.475819798964237
ENSG00000142611	PRDM16	-0.780307569484246	-4.60431516539161	1.53017153263747e-5	4.19539988291213e-5
ENSG00000162591	MEGF6	-0.902960894676463	-4.97482832813343	3.64442277744554e-6	1.1047593488298e-5
ENSG00000158109	TPRG1L	0.266505278096859	4.60834397108025	1.5069295602643e-5	4.13589657815081e-5
ENSG00000116213	WRAP73	-0.148504429893922	-2.00931337344051	0.0478621116468628	0.0700080456975565
ENSG00000227372	TP73-AS1	-1.52543828475877	-13.6928507581505	1.04213310810753e-22	3.58003373608706e-21
ENSG00000235169	SMIM1	-2.55786296475771	-12.6665270560455	7.68709766461117e-21	1.97761119234468e-19
ENSG00000130764	LRRC47	-0.0473308787579416	-0.941197246407239	0.349425533889796	0.411925905845862
ENSG00000116198	CEP104	0.395716549902119	6.4207173835616	8.86332292876435e-9	4.04481514939548e-8
ENSG00000169598	DFFB	-0.784670388775431	-5.73871406795781	1.6266531425606e-7	6.065853695412e-7
