x
1	707
2	824
3	289
4	94
5	95
6	90
7	83
8	988
9	1291
10	1363
11	1565
12	3750
13	2761
14	1791
15	1565
16	3082
17	77
18	4004
19	5621
20	61
21	1199
22	3645
23	374
24	2537
25	3401
26	3705
27	3619
28	1669
29	367
30	6723
31	2359
32	1521
33	2320
34	223
35	258
36	848
37	5064
38	77
39	51
40	1266
41	1379
42	400
43	1826
44	7592
45	272
46	1691
47	5569
48	6392
49	906
50	2321
51	1568
52	10310
53	1958
54	5388
55	538
56	5988
57	804
58	1651
59	5423
60	230
61	2531
62	11309
63	491
64	571
65	4204
66	2072
67	350
68	979
69	1591
70	5378
71	196
72	626
73	2908
74	3385
75	108
76	1792
77	606
78	422
79	1421
80	5600
81	9696
82	61
83	469
84	2677
85	3456
86	4943
87	378
88	5961
89	96
90	622
91	2393
92	2391
93	6161
94	751
95	349
96	2917
97	3960
98	955
99	4402
100	281
101	79
102	7850
103	3793
104	1071
105	4063
106	751
107	1842
108	372
109	1830
110	356
111	1985
112	12120
113	48
114	1697
115	135
116	911
117	73
118	70
119	6669
120	9191
121	9890
122	4530
123	351
124	6034
125	4817
126	1612
127	697
128	4072
129	2833
130	4541
131	1985
132	3590
133	6936
134	7293
135	111
136	2891
137	4491
138	6896
139	3680
140	2507
141	3579
142	2174
143	261
144	10027
145	285
146	349
147	367
148	739
149	358
150	1724
151	561
152	267
153	2765
154	393
155	6268
156	348
157	919
158	6314
159	345
160	2035
161	103
162	4188
163	1357
164	1075
165	949
166	164
167	344
168	107
169	2462
170	7394
171	702
172	125
173	368
174	103
175	415
176	268
177	360
178	3673
179	89
180	747
181	330
182	107
183	1938
184	303
185	1414
186	6684
187	1042
188	4039
189	1164
190	1770
191	9314
192	3399
193	110
194	708
195	2879
196	6973
197	5887
198	1854
199	421
200	939
201	5495
202	246
203	1984
204	2913
205	2790
206	440
207	3853
208	319
209	345
210	78
211	366
212	8772
213	337
214	677
215	107
216	17089
217	2115
218	220
219	449
220	605
221	249
222	5921
223	2797
224	280
225	7677
226	4269
227	238
228	3304
229	749
230	329
231	11643
232	543
233	103
234	1111
235	107
236	4994
237	437
238	559
239	5989
240	1287
241	2067
242	3254
243	1811
244	3321
245	7228
246	2423
247	3660
248	512
249	6999
250	6494
251	516
252	513
253	693
254	2638
255	5289
256	4958
257	93
258	2732
259	113
260	65
261	275
262	3740
263	104
264	59
265	3620
266	61
267	316
268	124
269	20000
270	443
271	3028
272	101
273	67
274	345
275	1575
276	112
277	3826
278	618
279	890
280	2087
281	355
282	3712
283	101
284	45
285	129
286	10926
287	9939
288	103
289	282
290	764
291	326
292	3630
293	2231
294	422
295	980
296	9957
297	1223
298	729
299	5182
300	2530
301	3477
302	804
303	535
304	5142
305	8334
306	140
307	207
308	2431
309	538
310	68
311	225
312	10266
313	256
314	3632
315	1039
316	3035
317	1520
318	467
319	2110
320	2191
321	2415
322	12976
323	212
324	4229
325	562
326	236
327	616
328	437
329	3909
330	1640
331	1305
332	4159
333	903
334	544
335	3312
336	1860
337	1544
338	8981
339	3428
340	382
341	3688
342	2640
343	2340
344	3797
345	380
346	442
347	2723
348	2392
349	447
350	4981
351	2225
352	5860
353	3787
354	332
355	4900
356	3189
357	87
358	2971
359	2394
360	657
361	7811
362	593
363	1865
364	2390
365	2645
366	6477
367	408
368	491
369	5136
370	266
371	219
372	6315
373	1840
374	292
375	2070
376	74
377	78
378	6045
379	23795
380	99
381	10244
382	2504
383	1949
384	1220
385	110
386	1396
387	106
388	2690
389	3241
390	288
391	143
392	206
393	4859
394	212
395	2129
396	1984
397	3963
398	1063
399	260
400	6577
401	783
402	301
403	1683
404	2309
405	2668
406	2527
407	2639
408	3193
409	489
410	5568
411	480
412	6109
413	229
414	1625
415	376
416	2599
417	2437
418	760
419	2573
420	963
421	2820
422	1840
423	2294
424	4457
425	437
426	2158
427	299
428	6045
429	9606
430	62
431	119
432	385
433	115
434	296
435	7002
436	722
437	1449
438	313
439	2691
440	821
441	5764
442	7120
443	2369
444	15384
445	977
446	1911
447	270
448	3043
449	706
450	488
451	748
452	1314
453	62
454	492
455	1845
456	8975
457	273
458	5190
459	1272
460	1332
461	1598
462	12432
463	82
464	480
465	1641
466	658
467	5433
468	407
469	68
470	77
471	4573
472	818
473	107
474	101
475	2830
476	7891
477	4307
478	2497
479	650
480	3511
481	426
482	4982
483	5087
484	456
485	1796
486	1252
487	712
488	1986
489	4627
490	576
491	1874
492	1988
493	3970
494	5655
495	2047
496	5249
497	1267
498	139
499	78
500	10280
501	242
502	316
503	7025
504	68
505	2796
506	4854
507	137
508	856
509	3938
510	8389
511	9294
512	5998
513	360
514	4018
515	346
516	101
517	5983
518	4083
519	107
520	4483
521	72
522	820
523	2442
524	84
525	863
526	1000
527	3383
528	3859
529	485
530	3980
531	5399
532	483
533	8937
534	2225
535	3813
536	605
537	4314
538	2163
539	264
540	2690
541	110
542	6106
543	251
544	27
545	3673
546	125
547	83
548	4542
549	3504
550	942
551	2571
552	4536
553	107
554	761
555	1012
556	60
557	3427
558	2006
559	1683
560	3435
561	358
562	1584
563	3437
564	911
565	3083
566	346
567	2379
568	5161
569	529
570	2513
571	5663
572	52
573	304
574	64
575	104
576	1619
577	15054
578	3399
579	291
580	5432
581	1334
582	4625
583	2062
584	2236
585	1156
586	1793
587	386
588	1975
589	2368
590	5971
591	629
592	249
593	5438
594	104
595	282
596	2232
597	468
598	5607
599	4948
600	754
601	2025
602	355
603	2115
604	428
605	3822
606	349
607	3849
608	184
609	359
610	106
611	2673
612	166
613	4645
614	1503
615	2419
616	205
617	2512
618	6109
619	367
620	297
621	143
622	558
623	105
624	4716
625	2360
626	2224
627	1944
628	423
629	3448
630	2018
631	7227
632	119
633	3648
634	2492
635	204
636	1973
637	2979
638	74
639	1887
640	978
641	1070
642	131
643	3004
644	8806
645	578
646	113
647	10166
648	331
649	101
650	282
651	2019
652	143
653	8689
654	3916
655	571
656	6201
657	2148
