# CMD line shows the command line used to generate this output
# DEF lines define expressions for all tested thresholds
# FLT* lines report numbers for every threshold and every sample:
#   1) filter id
#   2) sample
#   3) number of genotypes which pass the filter
#   4) number of non-reference genotypes
#   5) number of homozygous ref genotypes (0/0 or 0)
#   6) number of homozygous alt genotypes (1/1, 2/2, etc)
#   7) number of heterozygous genotypes (0/1, 1/2, etc)
#   8) number of hemizygous genotypes (0, 1, etc)
#   9) number of SNVs
#   10) number of indels
#   11) number of singletons
#   12) number of missing genotypes (./., ., ./0, etc)
#   13) number of transitions (genotypes such as "1/2" are counted twice)
#   14) number of transversions (genotypes such as "1/2" are counted twice)
#   15) overall ts/tv
# SITE* lines report numbers for every threshold and site:
#   1) filter id
#   2) number of sites which pass the filter
#   3) number of SNVs
#   4) number of indels
#   5) number of singletons
#   6) number of transitions (counted at most once at multiallelic sites)
#   7) number of transversions (counted at most once at multiallelic sites)
#   8) overall ts/tv
CMD	smpl-stats filtered/all.vcf.gz
DEF	FLT0	all
FLT0	Pan_troglodytes_ThisStudy-549	22374116	3798514	18575602	1447076	2351438	0	3012775	726267	54329	18437	2020642	1021679	1.98
FLT0	Pan_troglodytes_ThisStudy-570	22369398	4275514	18093884	1399963	2875551	0	3441262	772127	59904	23155	2314309	1159060	2.00
FLT0	Pan_troglodytes_ThisStudy-389	22376133	3798321	18577812	1473400	2324921	0	3001962	735445	20038	16420	2012301	1020099	1.97
FLT0	Pan_troglodytes_ThisStudy-456	22370480	3793817	18576663	1404298	2389519	0	3010052	724455	64921	22073	2018128	1021155	1.98
FLT0	Pan_troglodytes_ThisStudy-623	22373277	3674707	18698570	1298568	2376139	0	2902704	713624	4758	19276	1946507	984832	1.98
FLT0	Pan_troglodytes_ThisStudy-438	22371553	3805161	18566392	1396489	2408672	0	3018768	727127	64409	21000	2023487	1024671	1.97
FLT0	Pan_troglodytes_ThisStudy-724	22375130	6105136	16269994	1463577	4641559	0	5111759	918374	1269	17423	3456131	1702165	2.03
FLT0	Pan_troglodytes_ThisStudy-522	22371608	3842200	18529408	1437599	2404601	0	3052176	730439	57740	20945	2047431	1034311	1.98
FLT0	Pan_troglodytes_ThisStudy-MD_And	22367935	3730049	18637886	1439502	2290547	0	2954769	716415	54551	24618	1981472	1002062	1.98
FLT0	Pan_troglodytes_ThisStudy-338	22371860	3777940	18593920	1376995	2400945	0	2995054	723928	60449	20693	2008628	1015002	1.98
FLT0	Pan_troglodytes_ThisStudy-476	22369630	3788949	18580681	1385653	2403296	0	3003533	726824	61767	22923	2014877	1017298	1.98
FLT0	Pan_troglodytes_ThisStudy-495	22372824	7538094	14834730	1626228	5911866	0	6442760	1013814	206992	19729	4367870	2129800	2.05
FLT0	Pan_troglodytes_ThisStudy-558	22371649	3822840	18548809	1393621	2429219	0	3031136	732229	27448	20904	2032211	1028098	1.98
FLT0	Pan_troglodytes_ThisStudy-503	22373725	3806013	18567712	1423999	2382014	0	3006033	739017	5959	18828	2015282	1021119	1.97
FLT0	Pan_troglodytes_ThisStudy-4x0430	22370415	5917406	16453009	1425055	4492351	0	4954613	891472	341679	22138	3344517	1653205	2.02
FLT0	Pan_troglodytes_ThisStudy-317	22373105	3756070	18617035	1420191	2335879	0	2974252	722764	28905	19448	1994300	1008593	1.98
FLT0	Pan_troglodytes_ThisStudy-676	22376570	4035486	18341084	1409457	2626029	0	3210635	762364	487	15983	2154401	1088387	1.98
FLT0	Pan_troglodytes_ThisStudy-4x373	22370857	3850954	18519903	1391658	2459296	0	3049789	741312	32895	21696	2045429	1033746	1.98
FLT0	Pan_troglodytes_ThisStudy-4X0333	22376965	3874426	18502539	1400839	2473587	0	3065308	747472	30576	15588	2054050	1042414	1.97
FLT0	Pan_troglodytes_ThisStudy-4X0095	22378188	3801523	18576665	1476938	2324585	0	3006794	733550	52565	14365	2014219	1022948	1.97
FLT0	Pan_troglodytes_ThisStudy-554	22376386	5458498	16917888	1584490	3874008	0	4529224	858649	328115	16167	3054203	1516780	2.01
FLT0	Pan_troglodytes_ThisStudy-4x523	22372413	5460747	16911666	1518710	3942037	0	4538689	853344	508885	20140	3065565	1513346	2.03
FLT0	Pan_troglodytes_ThisStudy-88A020	22370515	3844447	18526068	1401496	2442951	0	3051426	733681	64349	22038	2046618	1034476	1.98
FLT0	Pan_troglodytes_ThisStudy-95A014	22373354	3791966	18581388	1436888	2355078	0	3008498	724210	64657	19199	2018438	1019346	1.98
FLT0	Pan_troglodytes_ThisStudy-4x0043	22371055	3787403	18583652	1439669	2347734	0	3002025	726062	64596	21498	2013227	1017835	1.98
FLT0	Pan_troglodytes_ThisStudy-529	22378753	4829859	17548894	1522485	3307374	0	3948300	814169	155561	13800	2660401	1325316	2.01
FLT0	Pan_troglodytes_ThisStudy-4X0550	22379812	3801682	18578130	1432428	2369254	0	3008346	732586	55775	12741	2016071	1022843	1.97
FLT0	Pan_troglodytes_ThisStudy-4X0267	22376342	3835033	18541309	1393037	2441996	0	3036572	737883	49140	16211	2034979	1032037	1.97
FLT0	Pan_troglodytes_ThisStudy-4X0357	22380190	3865184	18515006	1394959	2470225	0	3056469	747238	41600	12363	2048318	1039000	1.97
FLT0	Pan_troglodytes_ThisStudy-462	22369038	8406188	13962850	2418554	5987634	0	7254711	1063476	917052	23515	4926478	2388939	2.06
FLT0	Pan_troglodytes_ThisStudy-554_2	22379648	3878926	18500722	1410452	2468474	0	3074012	743604	53659	12905	2060637	1044202	1.97
FLT0	Pan_troglodytes_ThisStudy-4X0212	22374139	3860663	18513476	1394850	2465813	0	3060040	739810	56088	18414	2050260	1040639	1.97
FLT0	Pan_troglodytes_ThisStudy-4x0025	22371550	3803292	18568258	1396686	2406606	0	3016770	727179	63449	21003	2022538	1023290	1.98
FLT0	Pan_troglodytes_ThisStudy-4x0519	22374508	5103494	17271014	1522237	3581257	0	4213824	822803	373854	18045	2842612	1409434	2.02
FLT0	Pan_troglodytes_ThisStudy-295	22372704	4642367	17730337	1492547	3149820	0	3783277	794407	125909	19849	2546522	1271602	2.00
FLT0	Pan_troglodytes_ThisStudy-Little_R	22370266	3797497	18572769	1456711	2340786	0	3011933	726358	76844	22287	2019923	1020748	1.98
FLT0	Pan_troglodytes_ThisStudy-537	22371946	3526918	18845028	1149913	2377005	0	2786124	684977	54601	20607	1867278	945887	1.97
FLT0	Pan_troglodytes_ThisStudy-4X0339	22379276	3705844	18673432	1568840	2137004	0	2921563	723206	31780	13277	1957845	993787	1.97
FLT0	Pan_troglodytes_ThisStudy-4X0354	22373317	9032461	13340856	3667265	5365196	0	7844049	1093215	2145041	19236	5329574	2581715	2.06
SITE0	22392553	19789407	2466292	6462594	13450011	6465573	2.08
